4428.25,SPY GEX 438,#FFFF00,#000000
4438.25,SPY GEX 439,#FFFF00,#000000
4448.50,SPY GEX 440,#FFFF00,#000000
4458.50,SPY GEX 441,#FFFF00,#000000
4468.50,SPY GEX 442,#FFFF00,#000000
4478.75,SPY GEX 443,#FFFF00,#000000
4488.75,SPY GEX 444,#FFFF00,#000000
4499.00,SPY GEX 445,#FFFF00,#000000
4509.00,SPY GEX 446,#FFFF00,#000000
4519.25,SPY GEX 447,#FFFF00,#000000
4529.25,SPY GEX 448,#FFFF00,#000000
4539.50,SPY GEX 449,#FFFF00,#000000
4549.50,SPY GEX 450,#FFFF00,#000000
4559.50,SPY GEX 451,#FFFF00,#000000
4569.75,SPY GEX 452,#FFFF00,#000000
4579.75,SPY GEX 453,#FFFF00,#000000
4590.00,SPY GEX 454,#FFFF00,#000000
4600.00,SPY GEX 455,#FFFF00,#000000
4610.25,SPY GEX 456,#FFFF00,#000000
4620.25,SPY GEX 457,#FFFF00,#000000
4630.50,SPY GEX 458,#FFFF00,#000000
4427.25,SPY DP 438,#B9E6FF,#000000
4437.5,SPY DP 439,#B9E6FF,#000000
4447.5,SPY DP 440,#B9E6FF,#000000
4457.75,SPY DP 441,#B9E6FF,#000000
4467.75,SPY DP 442,#B9E6FF,#000000
4478,SPY DP 443,#B9E6FF,#000000
4488,SPY DP 444,#B9E6FF,#000000
4498.25,SPY DP 445,#B9E6FF,#000000
4508.25,SPY DP 446,#B9E6FF,#000000
4518.25,SPY DP 447,#B9E6FF,#000000
4528.5,SPY DP 448,#B9E6FF,#000000
4538.5,SPY DP 449,#B9E6FF,#000000
4548.75,SPY DP 450,#B9E6FF,#000000
4558.75,SPY DP 451,#B9E6FF,#000000
4569,SPY DP 452,#B9E6FF,#000000
4579,SPY DP 453,#B9E6FF,#000000
4589,SPY DP 454,#B9E6FF,#000000
4599.25,SPY DP 455,#B9E6FF,#000000
4609.25,SPY DP 456,#B9E6FF,#000000
4619.5,SPY DP 457,#B9E6FF,#000000
4629.5,SPY DP 458,#B9E6FF,#000000
15047.75,QQQ GEX 363,#FFAB12,#000000
15089.25,QQQ GEX 364,#FFAB13,#000001
15130.5,QQQ GEX 365,#FFAB14,#000002
15172,QQQ GEX 366,#FFAB15,#000003
15213.5,QQQ GEX 367,#FFAB16,#000004
15255,QQQ GEX 368,#FFAB17,#000005
15296.5,QQQ GEX 369,#FFAB18,#000006
15338,QQQ GEX 370,#FFAB19,#000007
15379.25,QQQ GEX 371,#FFAB20,#000008
15420.75,QQQ GEX 372,#FFAB21,#000009
15462.25,QQQ GEX 373,#FFAB22,#000010
15503.75,QQQ GEX 374,#FFAB23,#000011
15545.25,QQQ GEX 375,#FFAB24,#000012
15586.5,QQQ GEX 376,#FFAB25,#000013
15628,QQQ GEX 377,#FFAB26,#000014
15669.5,QQQ GEX 378,#FFAB27,#000015
15711,QQQ GEX 379,#FFAB28,#000016
15752.5,QQQ GEX 380,#FFAB29,#000017
15793.75,QQQ GEX 381,#FFAB30,#000018
15835.25,QQQ GEX 382,#FFAB31,#000019
15876.75,QQQ GEX 383,#FFAB32,#000020
15096,QQQ DP 363,#B9E6FF,#000000
15137.5,QQQ DP 364,#B9E6FF,#000000
15179.25,QQQ DP 365,#B9E6FF,#000000
15220.75,QQQ DP 366,#B9E6FF,#000000
15262.25,QQQ DP 367,#B9E6FF,#000000
15304,QQQ DP 368,#B9E6FF,#000000
15345.5,QQQ DP 369,#B9E6FF,#000000
15387,QQQ DP 370,#B9E6FF,#000000
15428.75,QQQ DP 371,#B9E6FF,#000000
15470.25,QQQ DP 372,#B9E6FF,#000000
15511.75,QQQ DP 373,#B9E6FF,#000000
15553.5,QQQ DP 374,#B9E6FF,#000000
15595,QQQ DP 375,#B9E6FF,#000000
15636.5,QQQ DP 376,#B9E6FF,#000000
15678.25,QQQ DP 377,#B9E6FF,#000000
15719.75,QQQ DP 378,#B9E6FF,#000000
15761.25,QQQ DP 379,#B9E6FF,#000000
15803,QQQ DP 380,#B9E6FF,#000000
15844.5,QQQ DP 381,#B9E6FF,#000000
15886,QQQ DP 382,#B9E6FF,#000000
15927.75,QQQ DP 383,#B9E6FF,#000000
