1864.5,IWM GEX 182,#FFFF00,#000000
1850.25,IWM GEX 183,#FFFF00,#000000
1860.25,IWM GEX 184,#FFFF00,#000000
1870.25,IWM GEX 185,#FFFF00,#000000
1880.5,IWM GEX 186,#FFFF00,#000000
1890.5,IWM GEX 187,#FFFF00,#000000
1900.75,IWM GEX 188,#FFFF00,#000000
1910.75,IWM GEX 189,#FFFF00,#000000
1921,IWM GEX 190,#FFFF00,#000000
1931,IWM GEX 191,#FFFF00,#000000
1941,IWM GEX 192,#FFFF00,#000000
1951.25,IWM GEX 193,#FFFF00,#000000
1961.25,IWM GEX 194,#FFFF00,#000000
1971.5,IWM GEX 195,#FFFF00,#000000
1981.5,IWM GEX 196,#FFFF00,#000000
1991.75,IWM GEX 197,#FFFF00,#000000
2001.75,IWM GEX 198,#FFFF00,#000000
2012,IWM GEX 199,#FFFF00,#000000
2022,IWM GEX 200,#FFFF00,#000000
2032,IWM GEX 201,#FFFF00,#000000
2042.25,IWM GEX 202,#FFFF00,#000000
1833.25,IWM DP 182,#B9E6FF,#000000
1843.25,IWM DP 183,#B9E6FF,#000000
1853.25,IWM DP 184,#B9E6FF,#000000
1863.5,IWM DP 185,#B9E6FF,#000000
1873.5,IWM DP 186,#B9E6FF,#000000
1883.5,IWM DP 187,#B9E6FF,#000000
1893.75,IWM DP 188,#B9E6FF,#000000
1903.75,IWM DP 189,#B9E6FF,#000000
1913.75,IWM DP 190,#B9E6FF,#000000
1923.75,IWM DP 191,#B9E6FF,#000000
1934,IWM DP 192,#B9E6FF,#000000
1944,IWM DP 193,#B9E6FF,#000000
1954,IWM DP 194,#B9E6FF,#000000
1964.25,IWM DP 195,#B9E6FF,#000000
1974.25,IWM DP 196,#B9E6FF,#000000
1984.25,IWM DP 197,#B9E6FF,#000000
1994.25,IWM DP 198,#B9E6FF,#000000
2004.5,IWM DP 199,#B9E6FF,#000000
2014.5,IWM DP 200,#B9E6FF,#000000
2024.5,IWM DP 201,#B9E6FF,#000000
2034.75,IWM DP 202,#B9E6FF,#000000
