4428.25,GEX 438,#FFFF00,#000000
4438.25,GEX 439,#FFFF00,#000000
4448.50,GEX 440,#FFFF00,#000000
4458.50,GEX 441,#FFFF00,#000000
4468.50,GEX 442,#FFFF00,#000000
4478.75,GEX 443,#FFFF00,#000000
4488.75,GEX 444,#FFFF00,#000000
4499.00,GEX 445,#FFFF00,#000000
4509.00,GEX 446,#FFFF00,#000000
4519.25,GEX 447,#FFFF00,#000000
4529.25,GEX 448,#FFFF00,#000000
4539.50,GEX 449,#FFFF00,#000000
4549.50,GEX 450,#FFFF00,#000000
4559.50,GEX 451,#FFFF00,#000000
4569.75,GEX 452,#FFFF00,#000000
4579.75,GEX 453,#FFFF00,#000000
4590.00,GEX 454,#FFFF00,#000000
4600.00,GEX 455,#FFFF00,#000000
4610.25,GEX 456,#FFFF00,#000000
4620.25,GEX 457,#FFFF00,#000000
4630.50,GEX 458,#FFFF00,#000000
